Title,Main Link,Sub Link,Status
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://web.gc.cuny.edu/ashp/RH/wba2.htm,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://www.chnm.gmu.edu/revolution,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://historymatters.gmu.edu/,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://historymatters.gmu.edu/search.php,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#N_2_,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig4.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig5.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig6.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig7.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig8.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#N_3_,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/lostmuseum/lm/16/,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#N_4_,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://www.lostmuseum.cuny.edu/,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/www.lostmuseum.cuny.edu/barnum.html,status code: 404
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig9.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig10.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig11.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://www.lostmuseum.cuny.edu/barnum.html,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#N_5_,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://web.gc.cuny.edu/ashp/RH/flin.htm,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#N_6_,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#N_7_,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig12.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig13.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://web.gc.cuny.edu/ashp/RH/flin2.htm,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://www.ashp.cuny.edu/jaas/jaasfig23.htm,status code: 404
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#N_8_,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig14.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/lostmuseum/searchlm.php,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/lostmuseum/belle/,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/lostmuseum/lm/79/,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig15.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/images/brown_fig16.jpg,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#ref1,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://www.tandf.co.uk/journals/titles/13642529.asp,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#ref2,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://chnm.gmu.edu/revolution/,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/http://historymatters.gmu.edu/,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#ref3,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#ref4,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#ref5,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#ref6,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#ref7,working
,https://rrchnm.org/essays/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/,https://web.archive.org/web/20220629185430/https://rrchnm.org/essay/history-and-the-web-from-the-illustrated-newspaper-to-cyberspace-visual-technologies-and-interaction-in-the-nineteenth-and-twenty-first-centuries/#ref8,working
